"C_HLEVEL","C_FULLNAME","C_NAME","C_SYNONYM_CD","C_VISUALATTRIBUTES","C_TOTALNUM","C_BASECODE","C_METADATAXML","C_FACTTABLECOLUMN","C_TABLENAME","C_COLUMNNAME","C_COLUMNDATATYPE","C_OPERATOR","C_DIMCODE","C_COMMENT","C_TOOLTIP","M_APPLIED_PATH","UPDATE_DATE","DOWNLOAD_DATE","IMPORT_DATE","SOURCESYSTEM_CD","VALUETYPE_CD","M_EXCLUSION_CD","C_PATH","C_SYMBOL","PCORI_BASECODE","OMOP_BASECODE"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\176xx\","176xx","N","LAE",(null),"LOCATION_CODE:176",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'176'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","176xx","176","176"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\504xx\","504xx","N","LAE",(null),"LOCATION_CODE:504",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'504'",(null),"\Zip codes\Iowa","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\","504xx","504","504"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\South Dakota\573xx\","573xx","N","LAE",(null),"LOCATION_CODE:573",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'573'",(null),"\Zip codes\South Dakota","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\South Dakota\","573xx","573","573"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\169xx\","169xx","N","LAE",(null),"LOCATION_CODE:169",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'169'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","169xx","169","169"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\633xx\","633xx","N","LAE",(null),"LOCATION_CODE:633",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'633'",(null),"\Zip codes\Missouri","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\","633xx","633","633"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wyoming\831xx\","831xx","N","LAE",(null),"LOCATION_CODE:831",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'831'",(null),"\Zip codes\Wyoming","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wyoming\","831xx","831","831"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Vermont\053xx\","053xx","N","LAE",(null),"LOCATION_CODE:053",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'053'",(null),"\Zip codes\Vermont","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Vermont\","053xx","053","053"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alaska\","Alaska","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'995','999','996','998','997'",(null),"Demographics \ Zip codes \ Alaska","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Alaska",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Armed Forces Europe\090xx\","090xx","N","LAE",(null),"LOCATION_CODE:090",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'090'",(null),"\Zip codes\Armed Forces Europe","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Armed Forces Europe\","090xx","090","090"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\250xx\","250xx","N","LAE",(null),"LOCATION_CODE:250",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'250'",(null),"\Zip codes\West Virginia","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\","250xx","250","250"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\193xx\","193xx","N","LAE",(null),"LOCATION_CODE:193",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'193'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","193xx","193","193"
6,"\PCORI\ENCOUNTER\DRG\01\(07) Diseases of Hepatobiliary System\Surgical\(199) Hepatobiliary Diagnosti~\","Hepatobiliary Diagnostic Procedure For Malignancy","N","LAE",(null),"CMSDRG:199",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(07) Diseases of Hepatobiliary System\Surgical\(199) Hepatobiliary Diagnosti~\",(null),"CMS-DRG \ Diseases of Hepatobiliary System \ Surgical \ Hepatobiliary Diagnostic Procedure For Malignancy","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(07) Diseases of Hepatobiliary System\Surgical\","(199) Hepatobiliary Diagnosti~","199","199"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\195xx\","195xx","N","LAE",(null),"LOCATION_CODE:195",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'195'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","195xx","195","195"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(607) Neonate, Bwt 1000-1499g, wo~\","Neonate, Bwt 1000-1499g, w/o Sig or Proc, Disch Alive","N","LAE",(null),"CMSDRG:607",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(607) Neonate, Bwt 1000-1499g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 1000-1499g, w/o Sig or Proc, Disch Alive","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(607) Neonate, Bwt 1000-1499g, wo~","607","607"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(611) Neonate, Bwt 1500-1999g, wo~\","Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Mul Maj Prob","N","LAE",(null),"CMSDRG:611",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(611) Neonate, Bwt 1500-1999g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Mul Maj Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(611) Neonate, Bwt 1500-1999g, wo~","611","611"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(612) Neonate, Bwt 1500-1999g, wo~\","Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Maj Prob","N","LAE",(null),"CMSDRG:612",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(612) Neonate, Bwt 1500-1999g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Maj Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(612) Neonate, Bwt 1500-1999g, wo~","612","612"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(614) Neonate, Bwt 1500-1999g, wo~\","Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Other Prob","N","LAE",(null),"CMSDRG:614",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(614) Neonate, Bwt 1500-1999g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Other Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(614) Neonate, Bwt 1500-1999g, wo~","614","614"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(617) Neonate, Bwt 2000-2499g, wo~\","Neonate, Bwt 2000-2499g, w/o Sig or Proc, w Mul Maj Prob","N","LAE",(null),"CMSDRG:617",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(617) Neonate, Bwt 2000-2499g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 2000-2499g, w/o Sig or Proc, w Mul Maj Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(617) Neonate, Bwt 2000-2499g, wo~","617","617"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(618) Neonate, Bwt 2000-2499g, wo~\","Neonate, Bwt 2000-2499g, w/o Sig or Proc, w Major Prob","N","LAE",(null),"CMSDRG:618",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(618) Neonate, Bwt 2000-2499g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 2000-2499g, w/o Sig or Proc, w Major Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(618) Neonate, Bwt 2000-2499g, wo~","618","618"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\545xx\","545xx","N","LAE",(null),"LOCATION_CODE:545",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'545'",(null),"\Zip codes\Wisconsin","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\","545xx","545","545"
6,"\PCORI\ENCOUNTER\DRG\01\(06) Diseases of Digestive System\Medical\(176) Complicated Peptic Ulcer\","Complicated Peptic Ulcer","N","LAE",(null),"CMSDRG:176",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(06) Diseases of Digestive System\Medical\(176) Complicated Peptic Ulcer\",(null),"CMS-DRG \ Diseases of Digestive System \ Medical \ Complicated Peptic Ulcer","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(06) Diseases of Digestive System\Medical\","(176) Complicated Peptic Ulcer","176","176"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Colorado\807xx\","807xx","N","LAE",(null),"LOCATION_CODE:807",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'807'",(null),"\Zip codes\Colorado","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Colorado\","807xx","807","807"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\","Massachusetts","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'021','024','026','019','017','027','016','020','012','022','015','055','023','013','014','018','025','011','010'",(null),"Demographics \ Zip codes \ Massachusetts","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Massachusetts",(null),(null)
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(619) Neonate, Bwt 2000-2499g, wo~\","Neonate, Bwt 2000-2499g, w/o Sig or Proc, w Minor Prob","N","LAE",(null),"CMSDRG:619",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(619) Neonate, Bwt 2000-2499g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 2000-2499g, w/o Sig or Proc, w Minor Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(619) Neonate, Bwt 2000-2499g, wo~","619","619"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(626) Neonate, Bwt2499g, wo Sig o~\","Neonate, Bwt>2499g, w/o Sig or Proc, w Mult Major Prob","N","LAE",(null),"CMSDRG:626",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(626) Neonate, Bwt2499g, wo Sig o~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt>2499g, w/o Sig or Proc, w Mult Major Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(626) Neonate, Bwt2499g, wo Sig o~","626","626"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(627) Neonate, Bwt2499g, wo Sig o~\","Neonate, Bwt>2499g, w/o Sig or Proc, w Major Prob","N","LAE",(null),"CMSDRG:627",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(627) Neonate, Bwt2499g, wo Sig o~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt>2499g, w/o Sig or Proc, w Major Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(627) Neonate, Bwt2499g, wo Sig o~","627","627"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(628) Neonate, Bwt2499g, wo Sig o~\","Neonate, Bwt>2499g, w/o Sig or Proc, w Minor Prob","N","LAE",(null),"CMSDRG:628",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(628) Neonate, Bwt2499g, wo Sig o~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt>2499g, w/o Sig or Proc, w Minor Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(628) Neonate, Bwt2499g, wo Sig o~","628","628"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\798xx\","798xx","N","LAE",(null),"LOCATION_CODE:798",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'798'",(null),"\Zip codes\Texas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\","798xx","798","798"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\(023) Nontraumatic Stupor & C~\","Nontraumatic Stupor and Coma","N","LAE",(null),"CMSDRG:023",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\(023) Nontraumatic Stupor & C~\",(null),"CMS-DRG \ Diseases of Nervous System \ Medical \ Nontraumatic Stupor and Coma","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\","(023) Nontraumatic Stupor & C~","023","023"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\(024) Seizure and Headache Age ~\","Seizure and Headache Age >17 W CC","N","LAE",(null),"CMSDRG:024",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\(024) Seizure and Headache Age ~\",(null),"CMS-DRG \ Diseases of Nervous System \ Medical \ Seizure and Headache Age >17 W CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Medical\","(024) Seizure and Headache Age ~","024","024"
6,"\PCORI\ENCOUNTER\DRG\01\(04) Diseases of Respiratory System\Medical\(740) Cystic Fibrosis\","Cystic Fibrosis","N","LAE",(null),"CMSDRG:740",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(04) Diseases of Respiratory System\Medical\(740) Cystic Fibrosis\",(null),"CMS-DRG \ Diseases of Respiratory System \ Medical \ Cystic Fibrosis","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(04) Diseases of Respiratory System\Medical\","(740) Cystic Fibrosis","740","740"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\080xx\","080xx","N","LAE",(null),"LOCATION_CODE:080",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'080'",(null),"\Zip codes\New Jersey","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\","080xx","080","080"
6,"\PCORI\ENCOUNTER\DRG\01\(07) Diseases of Hepatobiliary System\Medical\(202) Cirrhosis and Alcoholic H~\","Cirrhosis and Alcoholic Hepatitis","N","LAE",(null),"CMSDRG:202",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(07) Diseases of Hepatobiliary System\Medical\(202) Cirrhosis and Alcoholic H~\",(null),"CMS-DRG \ Diseases of Hepatobiliary System \ Medical \ Cirrhosis and Alcoholic Hepatitis","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(07) Diseases of Hepatobiliary System\Medical\","(202) Cirrhosis and Alcoholic H~","202","202"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wyoming\828xx\","828xx","N","LAE",(null),"LOCATION_CODE:828",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'828'",(null),"\Zip codes\Wyoming","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wyoming\","828xx","828","828"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\South Carolina\294xx\","294xx","N","LAE",(null),"LOCATION_CODE:294",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'294'",(null),"\Zip codes\South Carolina","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\South Carolina\","294xx","294","294"
6,"\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Medical\(378) Ectopic pregnancy\","Ectopic pregnancy","N","LAE",(null),"CMSDRG:378",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Medical\(378) Ectopic pregnancy\",(null),"CMS-DRG \ Pregnancy and Childbirth \ Medical \ Ectopic pregnancy","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Medical\","(378) Ectopic pregnancy","378","378"
6,"\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Medical\(379) Threatened abortion\","Threatened abortion","N","LAE",(null),"CMSDRG:379",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Medical\(379) Threatened abortion\",(null),"CMS-DRG \ Pregnancy and Childbirth \ Medical \ Threatened abortion","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Medical\","(379) Threatened abortion","379","379"
6,"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Surgical\(757) Back and Neck Proc Exc Spinal~\","Back and Neck Proc Exc Spinal Fusion w CC","N","LAE",(null),"CMSDRG:757",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Surgical\(757) Back and Neck Proc Exc Spinal~\",(null),"CMS-DRG \ Diseases of Musc-Skeletal System \ Surgical \ Back and Neck Proc Exc Spinal Fusion w CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Surgical\","(757) Back and Neck Proc Exc Spinal~","757","757"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nevada\898xx\","898xx","N","LAE",(null),"LOCATION_CODE:898",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'898'",(null),"\Zip codes\Nevada","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nevada\","898xx","898","898"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\773xx\","773xx","N","LAE",(null),"LOCATION_CODE:773",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'773'",(null),"\Zip codes\Texas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\","773xx","773","773"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nebraska\689xx\","689xx","N","LAE",(null),"LOCATION_CODE:689",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'689'",(null),"\Zip codes\Nebraska","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nebraska\","689xx","689","689"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\549xx\","549xx","N","LAE",(null),"LOCATION_CODE:549",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'549'",(null),"\Zip codes\Wisconsin","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\","549xx","549","549"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\178xx\","178xx","N","LAE",(null),"LOCATION_CODE:178",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'178'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","178xx","178","178"
